;City;Price [PLN];Price/sqr_meter [PLN];Area [m^2];Rooms;Level
5942;Gdansk;999000.0;9861.0;101.31;4.0;3.0
5881;Gdansk;869000.0;10296.0;84.4;4.0;0.0
5880;Gdansk;430000.0;11622.0;37.0;2.0;3.0
5893;Gdansk;519000.0;8650.0;60.0;2.0;1.0
5909;Gdansk;495000.0;12425.0;39.84;2.0;3.0
5882;Gdansk;450000.0;9574.0;47.0;2.0;1.0
5911;Gdansk;389000.0;10237.0;38.0;2.0;6.0
5910;Gdansk;720000.0;11803.0;61.0;3.0;2.0
5940;Gdansk;380000.0;10973.0;34.63;2.0;0.0
5938;Gdansk;405000.0;8804.0;46.0;2.0;9.0
5937;Gdansk;760000.0;13451.0;56.5;3.0;1.0
5936;Gdansk;830000.0;11216.0;74.0;3.0;0.0
5935;Gdansk;359000.0;13296.0;27.0;1.0;1.0
5934;Gdansk;665000.0;11214.0;59.3;3.0;4.0
5933;Gdansk;348660.0;9747.0;35.77;2.0;3.0
5932;Gdansk;599000.0;11093.0;54.0;3.0;3.0
5931;Gdansk;799000.0;12292.0;65.0;3.0;3.0
5930;Gdansk;489000.0;10020.0;48.8;2.0;2.0
5929;Gdansk;619000.0;12842.0;48.2;2.0;8.0
5928;Gdansk;526850.0;8567.0;61.5;4.0;0.0
5927;Gdansk;549000.0;14009.0;39.19;2.0;4.0
5939;Gdansk;720000.0;13900.0;51.8;2.0;1.0
5925;Gdansk;555000.0;11100.0;50.0;3.0;4.0
5926;Gdansk;567000.0;8591.0;66.0;3.0;0.0
5913;Gdansk;850000.0;18478.0;46.0;2.0;4.0
5915;Gdansk;639000.0;15305.0;41.75;2.0;0.0
5916;Gdansk;1349000.0;17111.0;78.84;4.0;8.0
5918;Gdansk;379000.0;9646.0;39.29;2.0;0.0
5914;Gdansk;580000.0;7945.0;73.0;4.0;4.0
5920;Gdansk;479000.0;11140.0;43.0;2.0;7.0
5921;Gdansk;629000.0;9868.0;63.74;3.0;1.0
5922;Gdansk;489000.0;11399.0;42.9;2.0;1.0
5923;Gdansk;538128.0;8316.0;64.71;3.0;0.0
5924;Gdansk;555000.0;18500.0;30.0;1.0;3.0
5919;Gdansk;513000.0;10985.0;46.7;3.0;4.0
4988;Gdynia;1350000.0;14211.0;95.0;4.0;2.0
4989;Gdynia;465000.0;8840.0;52.6;3.0;3.0
4990;Gdynia;279000.0;10333.0;27.0;1.0;4.0
4991;Gdynia;699000.0;15013.0;46.56;2.0;2.0
4994;Gdynia;579000.0;8155.0;71.0;3.0;4.0
4993;Gdynia;879000.0;12926.0;68.0;3.0;1.0
4995;Gdynia;697300.0;10998.0;63.4;3.0;1.0
4996;Gdynia;565000.0;7225.0;78.2;3.0;4.0
4997;Gdynia;326000.0;9056.0;36.0;2.0;4.0
4998;Gdynia;560000.0;10566.0;53.0;3.0;3.0
4992;Gdynia;535000.0;9907.0;54.0;3.0;0.0
4987;Gdynia;459000.0;7062.0;65.0;3.0;2.0
4981;Gdynia;1599000.0;16656.0;96.0;5.0;0.0
4985;Gdynia;1950000.0;21196.0;92.0;3.0;3.0
4984;Gdynia;750000.0;13179.0;56.91;3.0;1.0
4983;Gdynia;489000.0;7762.0;63.0;4.0;4.0
4982;Gdynia;440000.0;7333.0;60.0;3.0;3.0
4980;Gdynia;840000.0;12050.0;69.71;3.0;2.0
4979;Gdynia;600000.0;11538.0;52.0;2.0;1.0
4978;Gdynia;799000.0;9184.0;87.0;4.0;4.0
4977;Gdynia;489000.0;7384.0;66.22;3.0;3.0
4976;Gdynia;547000.0;10439.0;52.4;3.0;3.0
4975;Gdynia;410000.0;11326.0;36.2;2.0;3.0
4999;Gdynia;575000.0;14059.0;40.9;1.0;0.0
4974;Gdynia;499520.0;11200.0;44.6;2.0;3.0
4986;Gdynia;633765.0;15015.0;42.21;2.0;0.0
5000;Gdynia;390000.0;8864.0;44.0;2.0;4.0
5014;Gdynia;1099000.0;13911.0;79.0;4.0;0.0
5002;Gdynia;960000.0;10000.0;96.0;4.0;3.0
4973;Gdynia;384054.0;12100.0;31.74;2.0;1.0
5028;Gdynia;799000.0;11463.0;69.7;3.0;2.0
5027;Gdynia;499000.0;12639.0;39.48;2.0;3.0
5026;Gdynia;1250000.0;9335.0;133.9;6.0;1.0
5025;Gdynia;469000.0;11552.0;40.6;2.0;2.0
5024;Gdynia;619000.0;11125.0;55.64;3.0;2.0
5023;Gdynia;1595000.0;14165.0;112.6;4.0;0.0
5022;Gdynia;595000.0;11948.0;49.8;3.0;3.0
5021;Gdynia;620000.0;9118.0;68.0;3.0;2.0
5020;Gdynia;749000.0;10902.0;68.7;3.0;3.0
5018;Gdynia;395000.0;10128.0;39.0;2.0;2.0
5017;Gdynia;945590.0;20287.0;46.61;2.0;10.0
5016;Gdynia;463000.0;9646.0;48.0;3.0;3.0
5015;Gdynia;489000.0;7762.0;63.0;3.0;2.0
5013;Gdynia;439000.0;8061.0;54.46;3.0;7.0
5012;Gdynia;475000.0;8962.0;53.0;2.0;3.0
5011;Gdynia;598321.0;9776.0;61.2;3.0;2.0
5010;Gdynia;580000.0;8923.0;65.0;3.0;4.0
5009;Gdynia;930000.0;11496.0;80.9;4.0;1.0
5008;Gdynia;769000.0;11687.0;65.8;4.0;1.0
5007;Gdynia;585000.0;11584.0;50.5;3.0;3.0
5006;Gdynia;1845200.0;32950.0;56.0;3.0;2.0
5005;Gdynia;552000.0;6900.0;80.0;4.0;3.0
5004;Gdynia;429000.0;9369.0;45.79;3.0;2.0
5003;Gdynia;377000.0;13000.0;29.0;1.0;1.0
5001;Gdynia;697000.0;14461.0;48.2;3.0;2.0
4972;Gdynia;640000.0;6095.0;105.0;6.0;0.0
5029;Gdynia;465000.0;8774.0;53.0;3.0;3.0
4970;Gdynia;1560000.0;14620.0;106.7;4.0;1.0
4939;Gdynia;305000.0;8472.0;36.0;1.0;0.0
4938;Gdynia;565000.0;7224.0;78.21;3.0;4.0
4937;Gdynia;509000.0;12537.0;40.6;2.0;7.0
4936;Gdynia;563502.45;12229.0;46.08;2.0;6.0
4935;Gdynia;562959.9;11945.0;47.13;2.0;4.0
4934;Gdynia;697159.0;8141.0;85.64;4.0;1.0
4933;Gdynia;678000.0;10999.0;61.64;3.0;1.0
4932;Gdynia;410000.0;8039.0;51.0;2.0;2.0
4931;Gdynia;583778.7;11542.0;50.58;2.0;1.0
4930;Gdynia;390000.0;10484.0;37.2;2.0;2.0
4929;Gdynia;430000.0;7191.0;59.8;3.0;10.0
4928;Gdynia;699000.0;10846.0;64.45;3.0;0.0
4927;Gdynia;490000.0;13425.0;36.5;2.0;0.0
4926;Gdynia;399000.0;8599.0;46.4;3.0;2.0
4925;Gdynia;519000.0;10078.0;51.5;3.0;2.0
4924;Gdynia;469000.0;7949.0;59.0;3.0;4.0
4923;Gdynia;429000.0;10463.0;41.0;2.0;1.0
4922;Gdynia;599000.0;10208.0;58.68;3.0;0.0
4921;Gdynia;250000.0;7813.0;32.0;2.0;1.0
4920;Gdynia;412000.0;10564.0;39.0;2.0;0.0
4919;Gdynia;299000.0;11960.0;25.0;1.0;3.0
4918;Gdynia;339000.0;8952.0;37.87;1.0;4.0
4917;Gdynia;820000.0;10705.0;76.6;4.0;0.0
4916;Gdynia;649000.0;7924.0;81.9;4.0;4.0
4915;Gdynia;479000.0;9836.0;48.7;3.0;1.0
4940;Gdynia;640000.0;11649.0;54.94;3.0;1.0
4941;Gdynia;575000.0;13372.0;43.0;2.0;4.0
4942;Gdynia;749000.0;19319.0;38.77;2.0;4.0
4943;Gdynia;499000.0;9415.0;53.0;3.0;8.0
4969;Gdynia;575000.0;9127.0;63.0;3.0;3.0
4968;Gdynia;647000.0;12112.0;53.42;3.0;0.0
4967;Gdynia;370000.0;10482.0;35.3;1.0;0.0
4966;Gdynia;559000.0;12152.0;46.0;2.0;0.0
4965;Gdynia;499000.0;9633.0;51.8;2.0;5.0
4964;Gdynia;499000.0;13132.0;38.0;2.0;1.0
4963;Gdynia;520000.0;11159.0;46.6;2.0;1.0
4962;Gdynia;379000.0;8064.0;47.0;2.0;2.0
4961;Gdynia;369000.0;8022.0;46.0;3.0;2.0
4960;Gdynia;656214.0;17900.0;36.66;2.0;0.0
4959;Gdynia;1499000.0;14553.0;103.0;4.0;0.0
4958;Gdynia;399000.0;7268.0;54.9;2.0;9.0
4971;Gdynia;760000.0;9603.0;79.14;5.0;3.0
4957;Gdynia;777000.0;17115.0;45.4;2.0;2.0
4955;Gdynia;535301.19;12667.0;42.26;2.0;6.0
4954;Gdynia;560725.89;12227.0;45.86;2.0;6.0
4953;Gdynia;771072.24;11099.0;69.47;3.0;3.0
4952;Gdynia;808570.0;7966.0;101.5;5.0;1.0
4951;Gdynia;680000.0;10149.0;67.0;3.0;1.0
4950;Gdynia;649200.0;7500.0;86.56;3.0;4.0
4949;Gdynia;797475.0;7500.0;106.33;4.0;4.0
4948;Gdynia;2500000.0;21739.0;115.0;4.0;2.0
4947;Gdynia;428000.0;8137.0;52.6;3.0;1.0
4946;Gdynia;819000.0;16714.0;49.0;3.0;2.0
4945;Gdynia;365000.0;8488.0;43.0;2.0;3.0
4944;Gdynia;485000.0;11873.0;40.85;2.0;0.0
4956;Gdynia;588000.0;9639.0;61.0;3.0;4.0
5030;Gdynia;529000.0;10019.0;52.8;3.0;5.0
5299;Gdynia;890000.0;15345.0;58.0;2.0;7.0
5032;Gdynia;499000.0;13324.0;37.45;2.0;6.0
5529;Gdynia;1200000.0;9372.0;128.04;4.0;2.0
5530;Gdynia;495000.0;10227.0;48.4;2.0;4.0
5531;Gdynia;750000.0;14706.0;51.0;3.0;3.0
5532;Gdynia;539000.0;8836.0;61.0;3.0;2.0
5533;Gdynia;996000.0;7781.0;128.0;5.0;3.0
5534;Gdynia;792000.0;11000.0;72.0;2.0;3.0
5535;Gdynia;600000.0;6806.0;88.16;3.0;0.0
5536;Gdynia;559000.0;8873.0;63.0;3.0;0.0
5528;Gdynia;910000.0;17843.0;51.0;2.0;8.0
5537;Gdynia;570000.0;8333.0;68.4;3.0;1.0
5539;Gdynia;790000.0;12953.0;60.99;3.0;1.0
5540;Gdynia;445000.0;14833.0;30.0;1.0;1.0
5541;Gdynia;676000.0;16900.0;40.0;2.0;10.0
5542;Gdynia;289000.0;5585.0;51.75;3.0;0.0
5543;Gdynia;903000.0;17282.0;52.25;2.0;0.0
5544;Gdynia;548669.0;10712.0;51.22;2.0;0.0
5545;Gdynia;865476.0;9940.0;87.07;4.0;0.0
5546;Gdynia;740375.0;10352.0;71.52;4.0;2.0
5538;Gdynia;680000.0;13178.0;51.6;3.0;1.0
5547;Gdynia;1299900.0;16088.0;80.8;3.0;2.0
5527;Gdynia;1338600.0;11544.0;115.96;5.0;2.0
5524;Gdynia;1302885.0;11277.0;115.53;5.0;2.0
5505;Gdynia;499000.0;11856.0;42.09;2.0;3.0
5506;Gdynia;837000.0;9847.0;85.0;3.0;2.0
5507;Gdynia;319900.0;4681.0;68.34;4.0;2.0
5508;Gdynia;699000.0;7363.0;94.94;4.0;0.0
5509;Gdynia;510000.0;16294.0;31.3;1.0;8.0
5510;Gdynia;499000.0;10617.0;47.0;2.0;0.0
5512;Gdynia;715000.0;4697.0;152.21;7.0;1.0
5513;Gdynia;489000.0;12411.0;39.4;3.0;2.0
5525;Gdynia;793500.0;13995.0;56.7;3.0;1.0
5514;Gdynia;620000.0;12917.0;48.0;2.0;2.0
5516;Gdynia;289000.0;10321.0;28.0;2.0;0.0
5517;Gdynia;950000.0;11176.0;85.0;3.0;0.0
5518;Gdynia;415000.0;9101.0;45.6;2.0;3.0
5519;Gdynia;1099000.0;11585.0;94.86;4.0;0.0
5520;Gdynia;670000.0;11167.0;60.0;3.0;1.0
5521;Gdynia;2149000.0;15572.0;138.0;3.0;10.0
5522;Gdynia;1400000.0;17032.0;82.2;3.0;10.0
5523;Gdynia;960000.0;18113.0;53.0;2.0;10.0
5515;Gdynia;380000.0;10973.0;34.63;2.0;0.0
5504;Gdynia;829000.0;16607.0;49.92;3.0;5.0
5548;Gdynia;800000.0;13333.0;60.0;2.0;3.0
5550;Gdynia;505000.0;12024.0;42.0;2.0;2.0
5574;Gdynia;720000.0;14400.0;50.0;2.0;6.0
5575;Gdynia;539000.0;10170.0;53.0;2.0;2.0
5576;Gdynia;477000.0;12487.0;38.2;2.0;0.0
5577;Gdynia;660000.0;11419.0;57.8;2.0;5.0
5581;Gdynia;749000.0;11814.0;63.4;3.0;0.0
5582;Gdynia;1099000.0;15258.0;72.03;3.0;1.0
5583;Gdynia;490000.0;10000.0;49.0;2.0;5.0
5584;Gdynia;550000.0;8972.0;61.3;3.0;4.0
5573;Gdynia;539000.0;9608.0;56.1;3.0;9.0
5585;Gdynia;799000.0;12292.0;65.0;3.0;3.0
5587;Gdynia;580000.0;7945.0;73.0;4.0;4.0
5588;Gdynia;1850000.0;38486.0;48.07;3.0;0.0
5589;Gdynia;519000.0;8621.0;60.2;3.0;3.0
5590;Gdynia;480000.0;10129.0;47.39;3.0;3.0
5591;Gdynia;669000.0;9077.0;73.7;4.0;3.0
5592;Gdynia;699000.0;9320.0;75.0;3.0;4.0
5593;Gdynia;814008.0;7800.0;104.36;4.0;5.0
5594;Gdynia;459648.0;8400.0;54.72;3.0;2.0
5586;Gdynia;599000.0;8095.0;74.0;4.0;0.0
5549;Gdynia;529000.0;12161.0;43.5;2.0;3.0
5572;Gdynia;990000.0;12835.0;77.13;3.0;0.0
5570;Gdynia;1590000.0;28597.0;55.6;3.0;0.0
5551;Gdynia;395000.0;12421.0;31.8;2.0;0.0
5552;Gdynia;295000.0;14532.0;20.3;1.0;1.0
5553;Gdynia;679000.0;8934.0;76.0;4.0;1.0
5554;Gdynia;599000.0;12718.0;47.1;2.0;2.0
5556;Gdynia;479000.0;7387.0;64.84;3.0;1.0
5557;Gdynia;1550000.0;22578.0;68.65;4.0;4.0
5558;Gdynia;720000.0;13900.0;51.8;2.0;1.0
5559;Gdynia;999000.0;18673.0;53.5;2.0;0.0
5571;Gdynia;999000.0;14478.0;69.0;3.0;9.0
5560;Gdynia;630000.0;13938.0;45.2;2.0;0.0
5562;Gdynia;679000.0;14761.0;46.0;2.0;4.0
5563;Gdynia;925000.0;10383.0;89.09;4.0;3.0
5564;Gdynia;245700.0;5400.0;45.5;3.0;2.0
5565;Gdynia;419000.0;8736.0;47.96;2.0;2.0
5566;Gdynia;499000.0;9415.0;53.0;3.0;3.0
5567;Gdynia;599000.0;11930.0;50.21;3.0;1.0
5568;Gdynia;699000.0;13980.0;50.0;2.0;6.0
5569;Gdynia;689000.0;10600.0;65.0;3.0;1.0
5561;Gdynia;1060000.0;19604.0;54.07;2.0;3.0
5503;Gdynia;950000.0;23171.0;41.0;2.0;10.0
5502;Gdynia;1327000.0;16159.0;82.12;4.0;10.0
5501;Gdynia;1250000.0;13587.0;92.0;4.0;10.0
5430;Gdynia;710000.0;18523.0;38.33;2.0;1.0
5431;Gdynia;477000.0;8739.0;54.58;3.0;0.0
5432;Gdynia;1550000.0;20667.0;75.0;4.0;0.0
5433;Gdynia;1999999.0;21739.0;92.0;4.0;0.0
5434;Gdynia;446000.0;9331.0;47.8;2.0;2.0
5435;Gdynia;550000.0;15118.0;36.38;2.0;1.0
5437;Gdynia;920000.0;21395.0;43.0;2.0;2.0
5439;Gdynia;1150000.0;13372.0;86.0;4.0;1.0
5429;Gdynia;2200000.0;23812.0;92.39;4.0;0.0
5440;Gdynia;398000.0;12675.0;31.4;1.0;1.0
5442;Gdynia;549000.0;11136.0;49.3;2.0;9.0
5443;Gdynia;1095000.0;16969.0;64.53;3.0;0.0
5444;Gdynia;499000.0;12135.0;41.12;2.0;1.0
5445;Gdynia;1098000.0;15987.0;68.68;3.0;3.0
5447;Gdynia;589000.0;10051.0;58.6;3.0;1.0
5448;Gdynia;599000.0;14975.0;40.0;2.0;1.0
5449;Gdynia;905000.0;13514.0;66.97;3.0;2.0
5452;Gdynia;629000.0;9868.0;63.74;3.0;1.0
5441;Gdynia;1340000.0;16996.0;78.84;3.0;4.0
5453;Gdynia;609000.0;10147.0;60.02;3.0;1.0
5428;Gdynia;425000.0;11158.0;38.09;2.0;2.0
5426;Gdynia;245000.0;7903.0;31.0;2.0;2.0
5408;Gdynia;482175.0;7500.0;64.29;3.0;1.0
5409;Gdynia;510408.0;7200.0;70.89;3.0;0.0
5410;Gdynia;468864.0;7200.0;65.12;3.0;0.0
5411;Gdynia;541002.0;7700.0;70.26;3.0;4.0
5412;Gdynia;519000.0;10768.0;48.2;2.0;4.0
5413;Gdynia;849000.0;16956.0;50.07;2.0;2.0
5414;Gdynia;619000.0;12842.0;48.2;2.0;8.0
5415;Gdynia;509000.0;10560.0;48.2;2.0;3.0
5427;Gdynia;849000.0;17256.0;49.2;3.0;2.0
5416;Gdynia;495000.0;15679.0;31.57;1.0;4.0
5418;Gdynia;195526.0;5900.0;33.14;2.0;3.0
5419;Gdynia;313800.0;6000.0;52.3;3.0;0.0
5420;Gdynia;929000.0;12420.0;74.8;4.0;0.0
5421;Gdynia;299000.0;9152.0;32.67;2.0;3.0
5422;Gdynia;525000.0;10736.0;48.9;2.0;1.0
5423;Gdynia;859000.0;17129.0;50.15;2.0;3.0
5424;Gdynia;565000.0;11531.0;49.0;2.0;3.0
5425;Gdynia;835000.0;16968.0;49.21;2.0;2.0
5417;Gdynia;198476.0;5900.0;33.64;2.0;3.0
5454;Gdynia;419000.0;8729.0;48.0;3.0;0.0
5455;Gdynia;299000.0;9061.0;33.0;2.0;3.0
5456;Gdynia;396000.0;8426.0;47.0;3.0;1.0
5482;Gdynia;830000.0;11216.0;74.0;3.0;0.0
5483;Gdynia;1100000.0;17558.0;62.65;3.0;1.0
5484;Gdynia;485000.0;10778.0;45.0;2.0;0.0
5485;Gdynia;619000.0;12316.0;50.26;2.0;1.0
5486;Gdynia;438587.0;13545.0;32.38;1.0;6.0
5487;Gdynia;582784.0;11600.0;50.24;3.0;6.0
5488;Gdynia;556238.0;11382.0;48.87;2.0;3.0
5489;Gdynia;590000.0;9833.0;60.0;3.0;0.0
5481;Gdynia;1055000.0;16937.0;62.29;3.0;1.0
5490;Gdynia;599000.0;9065.0;66.08;3.0;2.0
5493;Gdynia;489000.0;9943.0;49.18;2.0;3.0
5494;Gdynia;1300000.0;12871.0;101.0;4.0;0.0
5495;Gdynia;995000.0;12756.0;78.0;3.0;2.0
5496;Gdynia;740000.0;10207.0;72.5;3.0;2.0
5497;Gdynia;1199000.0;15293.0;78.4;4.0;2.0
5498;Gdynia;670000.0;15687.0;42.71;2.0;3.0
5499;Gdynia;860000.0;13231.0;65.0;3.0;10.0
5500;Gdynia;825000.0;12669.0;65.12;3.0;10.0
5492;Gdynia;599000.0;13614.0;44.0;2.0;3.0
5480;Gdynia;725000.0;14945.0;48.51;2.0;0.0
5479;Gdynia;650000.0;8929.0;72.8;3.0;3.0
5478;Gdynia;949000.0;12325.0;77.0;4.0;2.0
5457;Gdynia;306930.0;7800.0;39.35;2.0;1.0
5458;Gdynia;452556.0;7800.0;58.02;3.0;1.0
5459;Gdynia;307008.0;7800.0;39.36;2.0;2.0
5460;Gdynia;608000.0;10723.0;56.7;3.0;0.0
5461;Gdynia;500000.0;10965.0;45.6;2.0;3.0
5463;Gdynia;499000.0;10225.0;48.8;2.0;2.0
5464;Gdynia;595000.0;13077.0;45.5;3.0;0.0
5465;Gdynia;489000.0;16804.0;29.1;1.0;10.0
5466;Gdynia;409900.0;5723.0;71.62;4.0;1.0
5467;Gdynia;890000.0;14833.0;60.0;3.0;3.0
5468;Gdynia;720000.0;10635.0;67.7;3.0;0.0
5469;Gdynia;949000.0;9538.0;99.5;5.0;1.0
5470;Gdynia;950000.0;9548.0;99.5;5.0;1.0
5471;Gdynia;999000.0;11090.0;90.08;4.0;2.0
5472;Gdynia;589000.0;11297.0;52.14;3.0;3.0
5473;Gdynia;600000.0;15385.0;39.0;2.0;0.0
5475;Gdynia;720000.0;11803.0;61.0;3.0;2.0
5476;Gdynia;1197000.0;10096.0;118.56;5.0;3.0
5477;Gdynia;549000.0;13358.0;41.1;1.0;3.0
5595;Gdynia;577935.0;8100.0;71.35;4.0;2.0
5407;Gdynia;544468.0;7900.0;68.92;3.0;4.0
5596;Gdynia;619000.0;12380.0;50.0;2.0;1.0
5598;Gdynia;565000.0;12073.0;46.8;2.0;0.0
5716;Gdynia;334008.0;9278.0;36.0;2.0;0.0
5717;Gdynia;750000.0;10917.0;68.7;3.0;0.0
5718;Gdynia;830000.0;12029.0;69.0;3.0;0.0
5719;Gdynia;560000.0;9211.0;60.8;3.0;0.0
5720;Gdynia;785000.0;8175.0;96.03;4.0;1.0
5721;Gdynia;772128.0;14400.0;53.62;3.0;2.0
5722;Gdynia;499900.0;14703.0;34.0;2.0;3.0
5723;Gdynia;540000.0;9622.0;56.12;3.0;4.0
5715;Gdynia;319500.0;9194.0;34.75;2.0;1.0
5724;Gdynia;581300.0;20226.0;28.74;1.0;3.0
5726;Gdynia;679000.0;13580.0;50.0;2.0;3.0
5727;Gdynia;720000.0;9243.0;77.9;2.0;3.0
5728;Gdynia;389000.0;10275.0;37.86;1.0;2.0
5729;Gdynia;470000.0;11959.0;39.3;2.0;1.0
5730;Gdynia;561577.0;7884.0;71.23;3.0;0.0
5731;Gdynia;505000.0;8999.0;56.12;3.0;9.0
5732;Gdynia;629000.0;16128.0;39.0;2.0;3.0
5733;Gdynia;649000.0;12658.0;51.27;2.0;1.0
5725;Gdynia;1470000.0;20417.0;72.0;3.0;10.0
5734;Gdynia;549000.0;10833.0;50.68;3.0;3.0
5714;Gdynia;463000.0;7983.0;58.0;3.0;3.0
5712;Gdynia;489000.0;10600.0;46.13;2.0;2.0
5693;Gdynia;800000.0;11253.0;71.09;3.0;1.0
5694;Gdynia;599000.0;10546.0;56.8;2.0;3.0
5695;Gdynia;659000.0;11982.0;55.0;2.0;1.0
5696;Gdynia;1000000.0;18868.0;53.0;2.0;1.0
5697;Gdynia;449000.0;11816.0;38.0;2.0;2.0
5698;Gdynia;630000.0;11977.0;52.6;2.0;7.0
5699;Gdynia;495000.0;13026.0;38.0;3.0;3.0
5700;Gdynia;567000.0;10309.0;55.0;3.0;1.0
5713;Gdynia;460000.0;11500.0;40.0;2.0;1.0
5701;Gdynia;477000.0;10507.0;45.4;2.0;2.0
5703;Gdynia;676000.0;13000.0;52.0;3.0;4.0
5704;Gdynia;455000.0;11974.0;38.0;2.0;2.0
5705;Gdynia;1349000.0;17111.0;78.84;4.0;8.0
5706;Gdynia;433000.0;15745.0;27.5;1.0;5.0
5707;Gdynia;599000.0;18152.0;33.0;2.0;3.0
5708;Gdynia;575000.0;10849.0;53.0;3.0;2.0
5709;Gdynia;489000.0;10124.0;48.3;2.0;2.0
5711;Gdynia;655000.0;9433.0;69.44;3.0;0.0
5702;Gdynia;749000.0;14404.0;52.0;3.0;3.0
5692;Gdynia;539900.0;10225.0;52.8;2.0;1.0
5735;Gdynia;850000.0;18478.0;46.0;2.0;4.0
5737;Gdynia;739000.0;13625.0;54.24;3.0;3.0
5763;Gdynia;849000.0;17688.0;48.0;2.0;3.0
5764;Gdynia;579000.0;15606.0;37.1;2.0;1.0
5765;Gdynia;1400000.0;29167.0;48.0;2.0;2.0
5767;Gdynia;495000.0;15231.0;32.5;1.0;1.0
5768;Gdynia;599600.0;14624.0;41.0;2.0;1.0
5769;Gdynia;620000.0;11898.0;52.11;3.0;3.0
5770;Gdynia;620000.0;9779.0;63.4;3.0;3.0
5771;Gdynia;386000.0;5920.0;65.2;2.0;1.0
5762;Gdynia;760000.0;13451.0;56.5;3.0;1.0
5772;Gdynia;567000.0;8591.0;66.0;3.0;0.0
5774;Gdynia;649000.0;12245.0;53.0;3.0;3.0
5775;Gdynia;2350000.0;32730.0;71.8;3.0;6.0
5776;Gdynia;659000.0;11533.0;57.14;2.0;3.0
5778;Gdynia;920000.0;17658.0;52.1;3.0;0.0
5779;Gdynia;590000.0;10298.0;57.29;3.0;5.0
5780;Gdynia;783000.0;18205.0;43.01;2.0;1.0
5781;Gdynia;570000.0;9730.0;58.58;2.0;0.0
5782;Gdynia;495000.0;12425.0;39.84;2.0;3.0
5773;Gdynia;643815.0;8550.0;75.3;4.0;1.0
5736;Gdynia;549000.0;8512.0;64.5;3.0;2.0
5761;Gdynia;519000.0;8650.0;60.0;2.0;1.0
5759;Gdynia;585900.0;8400.0;69.75;3.0;2.0
5739;Gdynia;620000.0;11893.0;52.13;3.0;3.0
5740;Gdynia;797000.0;12262.0;65.0;3.0;3.0
5741;Gdynia;779000.0;11478.0;67.87;3.0;2.0
5742;Gdynia;479000.0;8890.0;53.88;3.0;3.0
5744;Gdynia;620000.0;11698.0;53.0;3.0;3.0
5745;Gdynia;525000.0;11290.0;46.5;2.0;1.0
5746;Gdynia;615000.0;10808.0;56.9;3.0;2.0
5747;Gdynia;795000.0;14324.0;55.5;3.0;1.0
5760;Gdynia;757500.0;16992.0;44.58;2.0;2.0
5748;Gdynia;620000.0;10666.0;58.13;3.0;3.0
5750;Gdynia;479000.0;10791.0;44.39;2.0;3.0
5751;Gdynia;507000.0;10181.0;49.8;2.0;2.0
5752;Gdynia;479000.0;15452.0;31.0;2.0;1.0
5753;Gdynia;890000.0;17976.0;49.51;2.0;0.0
5754;Gdynia;669000.0;8920.0;75.0;3.0;1.0
5755;Gdynia;625000.0;9413.0;66.4;3.0;4.0
5757;Gdynia;545000.0;12031.0;45.3;2.0;1.0
5758;Gdynia;493402.0;9100.0;54.22;3.0;1.0
5749;Gdynia;385000.0;11287.0;34.11;1.0;1.0
5691;Gdynia;695000.0;9482.0;73.3;3.0;2.0
5690;Gdynia;519000.0;9268.0;56.0;3.0;3.0
5687;Gdynia;749000.0;10866.0;68.93;3.0;1.0
5621;Gdynia;755000.0;13246.0;57.0;3.0;0.0
5622;Gdynia;765000.0;9846.0;77.7;3.0;3.0
5623;Gdynia;549000.0;7320.0;75.0;3.0;4.0
5624;Gdynia;387000.0;8704.0;44.46;2.0;2.0
5626;Gdynia;1049000.0;13792.0;76.06;4.0;2.0
5627;Gdynia;920129.76;10098.0;91.12;5.0;1.0
5628;Gdynia;899000.0;11409.0;78.8;3.0;2.0
5629;Gdynia;4300000.0;9227.0;466.0;5.0;0.0
5620;Gdynia;850000.0;13158.0;64.6;3.0;0.0
5630;Gdynia;569000.0;11612.0;49.0;3.0;8.0
5632;Gdynia;899000.0;12088.0;74.37;4.0;0.0
5633;Gdynia;470000.0;10000.0;47.0;2.0;1.0
5634;Gdynia;519000.0;9792.0;53.0;3.0;3.0
5635;Gdynia;1300000.0;16456.0;79.0;2.0;4.0
5636;Gdynia;1199000.0;16653.0;72.0;4.0;10.0
5637;Gdynia;980000.0;10889.0;90.0;3.0;0.0
5638;Gdynia;409000.0;8884.0;46.04;2.0;1.0
5639;Gdynia;565000.0;12556.0;45.0;2.0;0.0
5631;Gdynia;515000.0;9885.0;52.1;3.0;3.0
5640;Gdynia;490000.0;13787.0;35.54;2.0;3.0
5619;Gdynia;589000.0;14440.0;40.79;2.0;1.0
5617;Gdynia;750000.0;11538.0;65.0;3.0;1.0
5599;Gdynia;685000.0;9257.0;74.0;4.0;4.0
5600;Gdynia;820000.0;13053.0;62.82;3.0;4.0
5601;Gdynia;870000.0;12614.0;68.97;3.0;1.0
5602;Gdynia;1599000.0;33313.0;48.0;3.0;1.0
5603;Gdynia;2850000.0;35185.0;81.0;4.0;1.0
5604;Gdynia;588000.0;10478.0;56.12;3.0;5.0
5605;Gdynia;725000.0;11258.0;64.4;3.0;1.0
5606;Gdynia;1069000.0;16249.0;65.79;3.0;0.0
5618;Gdynia;630000.0;10606.0;59.4;3.0;4.0
