;City;Price [PLN];Price/sqr_meter [PLN];Area [m^2];Rooms;Level
814;Wroclaw;480000.0;10909.09;44.0;1.0;4.0
811;Wroclaw;1100000.0;22000.0;50.0;2.0;3.0
855;Wroclaw;460000.0;9961.02;46.18;2.0;5.0
837;Wroclaw;629000.0;8557.82;73.5;3.0;4.0
856;Wroclaw;509900.0;10622.92;48.0;2.0;2.0
526;Wroclaw;850000.0;15178.57;56.0;2.0;0.0
861;Wroclaw;459000.0;8675.11;52.91;2.0;3.0
810;Wroclaw;319000.0;12065.05;26.44;1.0;1.0
923;Wroclaw;439000.0;9755.56;45.0;3.0;2.0
922;Wroclaw;220000.0;8148.15;27.0;1.0;0.0
921;Wroclaw;355000.0;12692.17;27.97;1.0;1.0
917;Wroclaw;480000.0;8928.57;53.76;3.0;7.0
908;Wroclaw;235000.0;3263.89;72.0;4.0;8.0
905;Wroclaw;1100000.0;13580.25;81.0;3.0;1.0
904;Wroclaw;595000.0;8439.72;70.5;3.0;3.0
900;Wroclaw;900000.0;17647.06;51.0;2.0;1.0
857;Wroclaw;795000.0;7902.58;100.6;4.0;1.0
896;Wroclaw;734000.0;8340.91;88.0;4.0;0.0
879;Wroclaw;615000.0;10250.0;60.0;3.0;6.0
878;Wroclaw;425000.0;10897.44;39.0;2.0;1.0
877;Wroclaw;539000.0;10631.16;50.7;3.0;0.0
873;Wroclaw;450000.0;8333.33;54.0;3.0;5.0
872;Wroclaw;369000.0;11181.82;33.0;2.0;6.0
871;Wroclaw;580000.0;9830.51;59.0;3.0;0.0
870;Wroclaw;530000.0;11484.29;46.15;2.0;1.0
866;Wroclaw;619000.0;12895.83;48.0;2.0;3.0
865;Wroclaw;510000.0;9323.58;54.7;3.0;10.0
886;Wroclaw;630000.0;10000.0;63.0;3.0;6.0
803;Wroclaw;450000.0;14062.5;32.0;1.0;1.0
798;Wroclaw;490000.0;11951.22;41.0;2.0;2.0
797;Wroclaw;806000.0;8666.67;93.0;3.0;1.0
555;Wroclaw;560000.0;7872.91;71.13;4.0;4.0
554;Wroclaw;870000.0;16261.68;53.5;2.0;2.0
552;Wroclaw;790000.0;11969.7;66.0;4.0;3.0
550;Wroclaw;319900.0;8985.96;35.6;2.0;3.0
548;Wroclaw;499000.0;14257.14;35.0;1.0;0.0
546;Wroclaw;545000.0;9396.55;58.0;3.0;1.0
545;Wroclaw;519000.0;10380.0;50.0;2.0;1.0
544;Wroclaw;369000.0;10852.94;34.0;1.0;2.0
543;Wroclaw;910000.0;10630.84;85.6;3.0;3.0
540;Wroclaw;939000.0;12967.82;72.41;4.0;2.0
539;Wroclaw;535000.0;11382.98;47.0;2.0;2.0
538;Wroclaw;899000.0;13028.99;69.0;3.0;1.0
537;Wroclaw;459000.0;10148.13;45.23;2.0;5.0
535;Wroclaw;769000.0;11959.56;64.3;3.0;1.0
534;Wroclaw;425000.0;12142.86;35.0;2.0;10.0
556;Wroclaw;899000.0;8900.99;101.0;3.0;3.0
533;Wroclaw;435000.0;8823.53;49.3;2.0;0.0
559;Wroclaw;379999.0;10626.37;35.76;2.0;1.0
561;Wroclaw;165000.0;2899.82;56.9;3.0;10.0
607;Wroclaw;549000.0;12200.0;45.0;2.0;0.0
606;Wroclaw;269000.0;9962.96;27.0;1.0;4.0
598;Wroclaw;639000.0;10306.45;62.0;4.0;2.0
595;Wroclaw;919601.0;8594.4;107.0;4.0;2.0
584;Wroclaw;735310.0;11500.0;63.94;3.0;1.0
583;Wroclaw;629000.0;10901.21;57.7;3.0;4.0
582;Wroclaw;500000.0;8187.33;61.07;3.0;11.0
580;Wroclaw;549000.0;8637.51;63.56;2.0;2.0
579;Wroclaw;565000.0;11770.83;48.0;2.0;5.0
576;Wroclaw;598990.0;9507.78;63.0;3.0;2.0
575;Wroclaw;459000.0;9213.17;49.82;3.0;4.0
574;Wroclaw;700000.0;11290.32;62.0;3.0;0.0
572;Wroclaw;470000.0;11709.02;40.14;2.0;1.0
569;Wroclaw;694407.0;12900.0;53.83;3.0;6.0
562;Wroclaw;299000.0;10310.34;29.0;1.0;3.0
560;Wroclaw;480000.0;9302.33;51.6;3.0;7.0
613;Wroclaw;485000.0;10992.75;44.12;2.0;0.0
532;Wroclaw;454700.0;9512.55;47.8;2.0;4.0
485;Wroclaw;690000.0;15312.92;45.06;2.0;4.0
508;Wroclaw;478500.0;8700.0;55.0;2.0;0.0
510;Wroclaw;329000.0;9400.0;35.0;2.0;3.0
511;Wroclaw;460000.0;9420.44;48.83;2.0;1.0
512;Wroclaw;1500000.0;14563.11;103.0;4.0;0.0
513;Wroclaw;529900.0;9564.98;55.4;2.0;2.0
516;Wroclaw;870000.0;11917.81;73.0;3.0;1.0
517;Wroclaw;471000.0;12729.73;37.0;2.0;2.0
518;Wroclaw;464000.0;11047.62;42.0;2.0;3.0
519;Wroclaw;680000.0;14782.61;46.0;2.0;2.0
520;Wroclaw;449000.0;11225.0;40.0;1.0;0.0
521;Wroclaw;539000.0;9800.0;55.0;3.0;1.0
522;Wroclaw;519000.0;11042.55;47.0;2.0;4.0
523;Wroclaw;496000.0;8857.14;56.0;3.0;10.0
524;Wroclaw;780000.0;11470.59;68.0;3.0;3.0
525;Wroclaw;670000.0;10983.61;61.0;3.0;1.0
507;Wroclaw;659000.0;9152.78;72.0;4.0;0.0
529;Wroclaw;440000.0;7096.77;62.0;3.0;1.0
528;Wroclaw;649000.0;13140.31;49.39;2.0;1.0
502;Wroclaw;299000.0;13590.91;22.0;1.0;2.0
486;Wroclaw;1085000.0;13461.54;80.6;2.0;6.0
487;Wroclaw;409000.0;10763.16;38.0;2.0;4.0
488;Wroclaw;530000.0;10112.57;52.41;2.0;1.0
489;Wroclaw;755000.0;11796.88;64.0;3.0;0.0
490;Wroclaw;585999.0;11183.19;52.4;3.0;4.0
491;Wroclaw;515000.0;9537.04;54.0;3.0;7.0
492;Wroclaw;744000.0;12400.0;60.0;3.0;3.0
493;Wroclaw;799000.0;9815.72;81.4;4.0;3.0
494;Wroclaw;520000.0;11555.56;45.0;3.0;3.0
495;Wroclaw;439000.0;10759.8;40.8;2.0;2.0
496;Wroclaw;999400.0;10520.0;95.0;4.0;2.0
497;Wroclaw;485000.0;9700.0;50.0;2.0;4.0
498;Wroclaw;470000.0;9591.84;49.0;2.0;2.0
499;Wroclaw;319000.0;7573.6;42.12;2.0;1.0
501;Wroclaw;550000.0;11066.4;49.7;3.0;2.0
505;Wroclaw;369000.0;6099.17;60.5;3.0;0.0
620;Wroclaw;470000.0;10221.84;45.98;2.0;1.0
627;Wroclaw;539000.0;13913.27;38.74;2.0;4.0
628;Wroclaw;510000.0;13329.85;38.26;2.0;4.0
746;Wroclaw;379000.0;7431.37;51.0;3.0;1.0
742;Wroclaw;768545.0;11500.0;66.83;3.0;3.0
741;Wroclaw;446900.0;10900.0;41.0;2.0;3.0
740;Wroclaw;858624.0;15600.0;55.04;3.0;3.0
739;Wroclaw;474000.0;7519.04;63.04;2.0;2.0
738;Wroclaw;735130.0;11000.0;66.83;3.0;3.0
737;Wroclaw;1189000.0;13666.67;87.0;4.0;5.0
736;Wroclaw;1199000.0;7440.27;161.15;4.0;1.0
735;Wroclaw;832524.0;15900.0;52.36;2.0;4.0
734;Wroclaw;811797.0;12900.0;62.93;3.0;7.0
731;Wroclaw;559000.0;15527.78;36.0;2.0;2.0
730;Wroclaw;350000.0;10294.12;34.0;1.0;4.0
729;Wroclaw;494000.0;11227.27;44.0;2.0;2.0
728;Wroclaw;294000.0;9499.19;30.95;1.0;4.0
724;Wroclaw;499000.0;9980.0;50.0;3.0;3.0
747;Wroclaw;450000.0;7377.05;61.0;3.0;1.0
721;Wroclaw;489000.0;10866.67;45.0;3.0;1.0
751;Wroclaw;400000.0;10101.01;39.6;2.0;0.0
753;Wroclaw;370000.0;4743.59;78.0;3.0;1.0
791;Wroclaw;635000.0;9338.24;68.0;4.0;2.0
789;Wroclaw;650000.0;11876.48;54.73;3.0;2.0
788;Wroclaw;599000.0;12453.22;48.1;2.0;0.0
787;Wroclaw;659000.0;16475.0;40.0;2.0;5.0
783;Wroclaw;525000.0;9962.05;52.7;2.0;4.0
779;Wroclaw;950000.0;12179.49;78.0;3.0;3.0
778;Wroclaw;789800.0;10530.67;75.0;3.0;3.0
777;Wroclaw;480000.0;11428.57;42.0;2.0;0.0
773;Wroclaw;680000.0;10000.0;68.0;3.0;3.0
772;Wroclaw;679000.0;8693.98;78.1;4.0;3.0
771;Wroclaw;315000.0;6410.26;49.14;2.0;1.0
770;Wroclaw;490000.0;10000.0;49.0;2.0;2.0
766;Wroclaw;529000.0;10580.0;50.0;2.0;1.0
765;Wroclaw;694077.0;9504.0;73.03;4.0;0.0
764;Wroclaw;555000.0;11610.88;47.8;3.0;3.0
752;Wroclaw;697000.0;8604.94;81.0;3.0;2.0
720;Wroclaw;175000.0;7000.0;25.0;1.0;1.0
711;Wroclaw;499999.0;9999.98;50.0;2.0;2.0
708;Wroclaw;539000.0;8693.55;62.0;3.0;2.0
652;Wroclaw;526449.0;9079.84;57.98;3.0;2.0
651;Wroclaw;592777.0;9008.77;65.8;3.0;2.0
650;Wroclaw;150000.0;2885.17;51.99;2.0;2.0
649;Wroclaw;627199.0;10148.85;61.8;3.0;4.0
645;Wroclaw;615000.0;12300.0;50.0;2.0;3.0
644;Wroclaw;515000.0;11096.75;46.41;2.0;2.0
643;Wroclaw;490000.0;15049.14;32.56;2.0;4.0
641;Wroclaw;468000.0;8830.19;53.0;2.0;1.0
637;Wroclaw;768000.0;8827.59;87.0;4.0;6.0
636;Wroclaw;599990.0;10908.91;55.0;4.0;2.0
635;Wroclaw;750000.0;10869.57;69.0;3.0;2.0
633;Wroclaw;498500.0;11636.32;42.84;2.0;3.0
631;Wroclaw;650000.0;10483.87;62.0;3.0;1.0
630;Wroclaw;315000.0;11949.92;26.36;1.0;0.0
629;Wroclaw;799000.0;8450.56;94.55;2.0;4.0
653;Wroclaw;369955.0;7096.78;52.13;2.0;4.0
654;Wroclaw;635000.0;10241.94;62.0;3.0;2.0
658;Wroclaw;860000.0;11621.62;74.0;3.0;3.0
662;Wroclaw;780000.0;12745.1;61.2;3.0;4.0
707;Wroclaw;649000.0;9013.89;72.0;3.0;0.0
706;Wroclaw;380000.0;10857.14;35.0;1.0;1.0
705;Wroclaw;649000.0;9984.62;65.0;4.0;0.0
701;Wroclaw;430000.0;11621.62;37.0;2.0;5.0
700;Wroclaw;650000.0;13684.21;47.5;3.0;3.0
693;Wroclaw;499000.0;9784.31;51.0;2.0;2.0
692;Wroclaw;890000.0;8777.12;101.4;4.0;3.0
527;Wroclaw;713000.0;9767.12;73.0;3.0;3.0
691;Wroclaw;390000.0;10220.13;38.16;2.0;0.0
689;Wroclaw;545000.0;12745.56;42.76;2.0;4.0
688;Wroclaw;287000.0;11480.0;25.0;1.0;11.0
686;Wroclaw;410000.0;8367.35;49.0;2.0;3.0
679;Wroclaw;849000.0;12863.64;66.0;3.0;2.0
678;Wroclaw;699000.0;8524.39;82.0;4.0;3.0
677;Wroclaw;340000.0;10000.0;34.0;2.0;2.0
672;Wroclaw;180000.0;2852.61;63.1;3.0;5.0
690;Wroclaw;90000.0;1661.44;54.17;2.0;6.0
506;Wroclaw;410000.0;12538.23;32.7;2.0;6.0
4914;Wroclaw;990000.0;9313.0;106.3;6.0;1.0
4103;Wroclaw;368062.0;12626.0;29.15;1.0;1.0
4594;Wroclaw;545000.0;9741.0;55.95;3.0;1.0
4595;Wroclaw;699000.0;11060.0;63.2;3.0;3.0
4596;Wroclaw;482565.0;10185.0;47.38;2.0;1.0
4598;Wroclaw;399900.0;8195.0;48.8;2.0;6.0
4599;Wroclaw;670000.0;10182.0;65.8;3.0;4.0
4600;Wroclaw;865000.0;10984.0;78.75;3.0;4.0
4601;Wroclaw;520000.0;10006.0;51.97;3.0;0.0
4602;Wroclaw;820000.0;10302.0;79.6;4.0;4.0
4603;Wroclaw;459990.0;10916.0;42.14;2.0;0.0
4605;Wroclaw;499000.0;10803.0;46.19;2.0;1.0
4606;Wroclaw;455000.0;8410.0;54.1;3.0;2.0
4609;Wroclaw;480000.0;4593.0;104.5;3.0;5.0
4610;Wroclaw;339900.0;11960.0;28.42;1.0;3.0
4611;Wroclaw;659000.0;9551.0;69.0;3.0;0.0
4612;Wroclaw;790000.0;13331.0;59.26;2.0;1.0
4613;Wroclaw;579000.0;7632.0;75.86;4.0;2.0
4614;Wroclaw;515000.0;9904.0;52.0;3.0;4.0
4615;Wroclaw;445000.0;8018.0;55.5;2.0;4.0
4616;Wroclaw;630000.0;8074.0;78.03;3.0;0.0
4617;Wroclaw;898000.0;9256.0;97.02;4.0;1.0
4618;Wroclaw;549900.0;13748.0;40.0;2.0;10.0
4619;Wroclaw;449000.0;11225.0;40.0;2.0;7.0
4620;Wroclaw;526000.0;20231.0;26.0;1.0;1.0
4593;Wroclaw;1084000.0;13620.0;79.59;3.0;5.0
4621;Wroclaw;559000.0;11894.0;47.0;2.0;1.0
4592;Wroclaw;299000.0;10679.0;28.0;1.0;0.0
4590;Wroclaw;385000.0;9872.0;39.0;1.0;3.0
4565;Wroclaw;580000.0;10545.0;55.0;2.0;3.0
4567;Wroclaw;529000.0;8565.0;61.76;3.0;1.0
4568;Wroclaw;626000.0;11312.0;55.34;3.0;1.0
4569;Wroclaw;705000.0;8981.0;78.5;4.0;9.0
4570;Wroclaw;545000.0;8862.0;61.5;3.0;4.0
4571;Wroclaw;550000.0;11066.0;49.7;3.0;2.0
4572;Wroclaw;749000.0;10521.0;71.19;3.0;1.0
4573;Wroclaw;589500.0;11750.0;50.17;3.0;0.0
4574;Wroclaw;640000.0;11852.0;54.0;3.0;2.0
4575;Wroclaw;916526.0;7197.0;127.35;4.0;0.0
4576;Wroclaw;445000.0;12861.0;34.6;2.0;3.0
4577;Wroclaw;460000.0;10155.0;45.3;2.0;0.0
4578;Wroclaw;528700.0;9998.0;52.88;2.0;4.0
4579;Wroclaw;585000.0;9315.0;62.8;3.0;1.0
4580;Wroclaw;410000.0;10149.0;40.4;2.0;1.0
4581;Wroclaw;829000.0;6966.0;119.0;5.0;1.0
4582;Wroclaw;525000.0;8400.0;62.5;3.0;7.0
4583;Wroclaw;599545.0;9500.0;63.11;3.0;1.0
4584;Wroclaw;609000.0;6278.0;97.0;4.0;1.0
4585;Wroclaw;310000.0;14602.0;21.23;1.0;0.0
4586;Wroclaw;529000.0;9576.0;55.24;2.0;2.0
4588;Wroclaw;620000.0;12437.0;49.85;3.0;4.0
4589;Wroclaw;409000.0;12394.0;33.0;2.0;0.0
4591;Wroclaw;639000.0;10143.0;63.0;3.0;2.0
4622;Wroclaw;294000.0;9499.0;30.95;1.0;4.0
4623;Wroclaw;349000.0;12464.0;28.0;1.0;3.0
4624;Wroclaw;530000.0;10863.0;48.79;2.0;3.0
4658;Wroclaw;690000.0;10668.0;64.68;3.0;1.0
4659;Wroclaw;2780800.0;21227.0;131.0;4.0;5.0
4660;Wroclaw;679000.0;10288.0;66.0;3.0;0.0
4661;Wroclaw;648000.0;10452.0;62.0;2.0;4.0
4662;Wroclaw;665000.0;9500.0;70.0;3.0;3.0
4663;Wroclaw;535000.0;11045.0;48.44;2.0;3.0
4664;Wroclaw;820000.0;8704.0;94.21;4.0;2.0
4665;Wroclaw;462420.0;7000.0;66.06;4.0;1.0
4667;Wroclaw;579000.0;12032.0;48.12;2.0;4.0
4668;Wroclaw;453310.0;8404.0;53.94;3.0;0.0
4669;Wroclaw;296426.0;8450.0;35.08;2.0;1.0
4670;Wroclaw;649000.0;7867.0;82.5;6.0;4.0
4671;Wroclaw;385644.0;8400.0;45.91;3.0;2.0
4672;Wroclaw;309825.0;7500.0;41.31;2.0;2.0
4673;Wroclaw;669000.0;8979.0;74.51;3.0;4.0
4674;Wroclaw;864999.0;10627.0;81.4;3.0;3.0
4675;Wroclaw;499000.0;10316.0;48.37;2.0;3.0
4676;Wroclaw;415634.0;7100.0;58.54;3.0;2.0
4677;Wroclaw;485000.0;8509.0;57.0;3.0;4.0
4678;Wroclaw;489000.0;8288.0;59.0;3.0;1.0
4679;Wroclaw;590000.0;9365.0;63.0;3.0;1.0
4680;Wroclaw;572000.0;11000.0;52.0;2.0;0.0
4681;Wroclaw;720001.0;10223.0;70.43;3.0;6.0
4657;Wroclaw;382000.0;11938.0;32.0;1.0;1.0
4656;Wroclaw;925400.0;10000.0;92.54;4.0;3.0
4655;Wroclaw;489000.0;10404.0;47.0;3.0;8.0
4654;Wroclaw;1050000.0;11798.0;89.0;4.0;2.0
4625;Wroclaw;730000.0;17557.0;41.58;2.0;0.0
4627;Wroclaw;424000.0;11187.0;37.9;2.0;2.0
4628;Wroclaw;589000.0;10948.0;53.8;2.0;1.0
4629;Wroclaw;280000.0;10606.0;26.4;1.0;2.0
4630;Wroclaw;417000.0;7691.0;54.22;3.0;1.0
4631;Wroclaw;320000.0;8789.0;36.41;2.0;1.0
4632;Wroclaw;535000.0;10700.0;50.0;3.0;4.0
4633;Wroclaw;560000.0;12584.0;44.5;2.0;0.0
4634;Wroclaw;430000.0;11111.0;38.7;2.0;1.0
4635;Wroclaw;489999.0;10937.0;44.8;2.0;2.0
4638;Wroclaw;473869.5;9048.0;52.37;3.0;4.0
4564;Wroclaw;1620000.0;16875.0;96.0;3.0;3.0
4639;Wroclaw;1175000.0;18077.0;65.0;3.0;1.0
4641;Wroclaw;526000.0;18989.0;27.7;1.0;4.0
4642;Wroclaw;498945.0;8990.0;55.5;3.0;2.0
4643;Wroclaw;534911.0;8890.0;60.17;3.0;2.0
4644;Wroclaw;489000.0;9404.0;52.0;2.0;7.0
4645;Wroclaw;690000.0;11775.0;58.6;3.0;2.0
4646;Wroclaw;462840.0;11600.0;39.9;2.0;0.0
4648;Wroclaw;310000.0;9118.0;34.0;2.0;1.0
4649;Wroclaw;1350000.0;11538.0;117.0;4.0;2.0
4650;Wroclaw;458000.0;8757.0;52.3;2.0;8.0
4651;Wroclaw;479000.0;9979.0;48.0;3.0;7.0
4652;Wroclaw;575000.0;8984.0;64.0;3.0;3.0
4640;Wroclaw;511810.6;8684.0;58.94;3.0;1.0
4682;Wroclaw;676500.0;11182.0;60.5;3.0;3.0
4563;Wroclaw;699000.0;10787.0;64.8;3.0;3.0
4561;Wroclaw;789000.0;10520.0;75.0;3.0;3.0
4475;Wroclaw;475000.0;6982.0;68.03;3.0;4.0
4476;Wroclaw;290000.0;13004.0;22.3;1.0;9.0
4477;Wroclaw;490000.0;7656.0;64.0;3.0;2.0
4478;Wroclaw;495000.0;9218.0;53.7;2.0;0.0
4479;Wroclaw;489000.0;11471.0;42.63;2.0;2.0
4480;Wroclaw;620000.0;11923.0;52.0;2.0;1.0
4482;Wroclaw;339000.0;11804.0;28.72;2.0;1.0
4483;Wroclaw;495000.0;8250.0;60.0;3.0;2.0
4484;Wroclaw;630000.0;7473.0;84.3;4.0;4.0
4485;Wroclaw;809871.0;11300.0;71.67;3.0;2.0
4486;Wroclaw;780000.0;13220.0;59.0;3.0;2.0
4487;Wroclaw;545000.0;7960.0;68.47;3.0;3.0
4488;Wroclaw;478852.78;7590.0;63.09;3.0;1.0
4489;Wroclaw;688000.0;7981.0;86.2;3.0;3.0
4490;Wroclaw;601203.32;6633.0;90.64;2.0;2.0
4492;Wroclaw;420000.0;9300.0;45.16;2.0;0.0
4493;Wroclaw;995000.0;12855.0;77.4;3.0;1.0
4494;Wroclaw;459000.0;8278.0;55.45;2.0;1.0
4495;Wroclaw;570000.0;8009.0;71.17;3.0;0.0
4496;Wroclaw;459000.0;8780.0;52.28;2.0;3.0
4497;Wroclaw;639000.0;8937.0;71.5;3.0;0.0
4498;Wroclaw;600000.0;11321.0;53.0;2.0;1.0
4499;Wroclaw;450000.0;10714.0;42.0;2.0;3.0
4474;Wroclaw;789000.0;12328.0;64.0;3.0;0.0
4501;Wroclaw;298900.0;10307.0;29.0;1.0;3.0
4473;Wroclaw;529000.0;11255.0;47.0;2.0;4.0
4471;Wroclaw;379000.0;10528.0;36.0;2.0;0.0
4444;Wroclaw;599000.0;7582.0;79.0;4.0;6.0
4445;Wroclaw;719000.0;14635.0;49.13;2.0;5.0
4446;Wroclaw;485000.0;10125.0;47.9;2.0;0.0
4447;Wroclaw;529000.0;8737.0;60.55;3.0;1.0
4449;Wroclaw;628740.6;9140.0;68.79;4.0;1.0
4450;Wroclaw;725601.0;8450.0;85.87;2.0;3.0
4453;Wroclaw;405408.0;9600.0;42.23;2.0;0.0
4454;Wroclaw;960000.0;8348.0;115.0;4.0;3.0
4455;Wroclaw;495883.2;9440.0;52.53;3.0;1.0
4456;Wroclaw;349000.0;7426.0;47.0;2.0;5.0
4457;Wroclaw;496000.0;12400.0;40.0;2.0;0.0
4458;Wroclaw;549000.0;7320.0;75.0;3.0;1.0
4459;Wroclaw;489000.0;11643.0;42.0;2.0;3.0
4460;Wroclaw;360000.0;10480.0;34.35;1.0;0.0
4461;Wroclaw;565400.0;11000.0;51.4;2.0;4.0
4462;Wroclaw;1910000.0;17054.0;112.0;4.0;3.0
4464;Wroclaw;360000.0;10076.0;35.73;2.0;3.0
4465;Wroclaw;650000.0;10987.0;59.16;3.0;0.0
4466;Wroclaw;749000.0;11179.0;67.0;3.0;0.0
4467;Wroclaw;1200000.0;11841.0;101.34;5.0;5.0
4468;Wroclaw;520000.0;14444.0;36.0;2.0;0.0
4469;Wroclaw;749000.0;9727.0;77.0;2.0;0.0
4470;Wroclaw;769000.0;9987.0;77.0;3.0;1.0
4472;Wroclaw;405000.0;8617.0;47.0;2.0;4.0
4502;Wroclaw;1149000.0;14128.0;81.33;3.0;4.0
4503;Wroclaw;645000.0;9789.0;65.89;3.0;4.0
4504;Wroclaw;624900.0;7782.0;80.3;3.0;3.0
4536;Wroclaw;795000.0;9244.0;86.0;3.0;0.0
4537;Wroclaw;649000.0;10948.0;59.28;3.0;3.0
4538;Wroclaw;434000.0;9042.0;48.0;2.0;3.0
4539;Wroclaw;580000.0;10296.0;56.33;3.0;0.0
4541;Wroclaw;475000.0;9295.0;51.1;2.0;1.0
4542;Wroclaw;329900.0;13185.0;25.02;1.0;10.0
4543;Wroclaw;780000.0;10331.0;75.5;3.0;1.0
4544;Wroclaw;539000.0;9981.0;54.0;3.0;2.0
4545;Wroclaw;509000.0;10807.0;47.1;2.0;0.0
4546;Wroclaw;640000.0;8649.0;74.0;3.0;2.0
4547;Wroclaw;629000.0;9299.0;67.64;2.0;2.0
4548;Wroclaw;790000.0;14364.0;55.0;2.0;4.0
4549;Wroclaw;339000.0;13038.0;26.0;1.0;4.0
4550;Wroclaw;1049000.0;7770.0;135.0;3.0;2.0
4551;Wroclaw;592000.0;9867.0;60.0;3.0;6.0
4552;Wroclaw;759000.0;9488.0;80.0;3.0;3.0
4553;Wroclaw;499000.0;9258.0;53.9;2.0;2.0
4554;Wroclaw;769000.0;12330.0;62.37;3.0;3.0
4555;Wroclaw;769000.0;12288.0;62.58;3.0;4.0
4556;Wroclaw;799800.0;9193.0;87.0;3.0;2.0
4557;Wroclaw;478000.0;12919.0;37.0;2.0;2.0
4558;Wroclaw;535000.0;8548.0;62.59;2.0;5.0
4560;Wroclaw;655000.0;10146.0;64.56;3.0;3.0
4535;Wroclaw;418536.0;17139.0;24.42;1.0;2.0
4534;Wroclaw;695000.0;9183.0;75.68;3.0;0.0
4533;Wroclaw;560000.0;8750.0;64.0;3.0;0.0
4532;Wroclaw;655500.0;10871.0;60.3;3.0;5.0
4505;Wroclaw;476900.0;12889.0;37.0;2.0;2.0
4506;Wroclaw;557900.0;12974.0;43.0;1.0;0.0
4507;Wroclaw;517900.0;8221.0;63.0;3.0;2.0
4508;Wroclaw;468900.0;9977.0;47.0;3.0;4.0
4509;Wroclaw;548900.0;12198.0;45.0;2.0;0.0
4511;Wroclaw;748900.0;7642.0;98.0;5.0;3.0
4512;Wroclaw;899000.0;8903.0;100.98;3.0;4.0
4513;Wroclaw;449000.0;12472.0;36.0;2.0;4.0
4514;Wroclaw;469000.0;9350.0;50.16;3.0;2.0
4515;Wroclaw;319000.0;12065.0;26.44;1.0;1.0
4517;Wroclaw;345000.0;9583.0;36.0;2.0;7.0
4562;Wroclaw;539000.0;13913.0;38.74;2.0;4.0
4518;Wroclaw;850000.0;11333.0;75.0;4.0;1.0
4520;Wroclaw;569000.0;9853.0;57.75;2.0;7.0
4521;Wroclaw;325000.0;13446.0;24.17;1.0;1.0
4522;Wroclaw;528000.0;10313.0;51.2;2.0;1.0
4523;Wroclaw;650000.0;7737.0;84.01;4.0;0.0
4524;Wroclaw;439000.0;10760.0;40.8;2.0;2.0
4525;Wroclaw;529000.0;8532.0;62.0;3.0;3.0
4527;Wroclaw;389282.0;11800.0;32.99;1.0;2.0
4528;Wroclaw;725000.0;16292.0;44.5;2.0;3.0
4529;Wroclaw;459000.0;12750.0;36.0;2.0;1.0
4530;Wroclaw;600000.0;10772.0;55.7;3.0;2.0
4531;Wroclaw;480000.0;9284.0;51.7;3.0;0.0
4519;Wroclaw;1170000.0;14810.0;79.0;3.0;1.0
4683;Wroclaw;354200.0;14000.0;25.3;1.0;2.0
4684;Wroclaw;659000.0;9348.0;70.5;3.0;2.0
4685;Wroclaw;499000.0;12713.0;39.25;2.0;5.0
4829;Wroclaw;400000.0;10256.0;39.0;2.0;1.0
4830;Wroclaw;459000.0;9789.0;46.89;2.0;4.0
4831;Wroclaw;325194.0;16600.0;19.59;1.0;3.0
4832;Wroclaw;252509.0;13009.0;19.41;1.0;1.0
4833;Wroclaw;519000.0;9792.0;53.0;3.0;3.0
4834;Wroclaw;449000.0;9934.0;45.2;2.0;2.0
4835;Wroclaw;499000.0;9397.0;53.1;2.0;1.0
4836;Wroclaw;899000.0;10576.0;85.0;3.0;0.0
4837;Wroclaw;392000.0;9589.0;40.88;2.0;3.0
4838;Wroclaw;274000.0;10538.0;26.0;1.0;2.0
4839;Wroclaw;750000.0;11194.0;67.0;2.0;4.0
4840;Wroclaw;292000.0;9474.0;30.82;1.0;3.0
4841;Wroclaw;699000.0;11274.0;62.0;3.0;4.0
4842;Wroclaw;730122.0;16265.0;44.89;2.0;10.0
4843;Wroclaw;579700.0;9350.0;62.0;3.0;3.0
4844;Wroclaw;1500000.0;17321.0;86.6;4.0;10.0
4845;Wroclaw;890000.0;9622.0;92.5;4.0;0.0
4846;Wroclaw;1249000.0;15232.0;82.0;3.0;4.0
4847;Wroclaw;930000.0;16316.0;57.0;2.0;4.0
4849;Wroclaw;590000.0;10536.0;56.0;2.0;1.0
4850;Wroclaw;429000.0;10463.0;41.0;2.0;9.0
4852;Wroclaw;799000.0;9725.0;82.16;4.0;0.0
4853;Wroclaw;1990000.0;18952.0;105.0;3.0;1.0
4828;Wroclaw;796200.0;12000.0;66.35;2.0;6.0
4854;Wroclaw;660000.0;6000.0;110.0;4.0;0.0
4827;Wroclaw;1035360.0;12000.0;86.28;4.0;3.0
4825;Wroclaw;449000.0;8752.0;51.3;2.0;4.0
4801;Wroclaw;929000.0;12423.0;74.78;2.0;0.0
4802;Wroclaw;449000.0;9685.0;46.36;2.0;2.0
4803;Wroclaw;449000.0;11696.0;38.39;1.0;3.0
4804;Wroclaw;520000.0;10293.0;50.52;2.0;0.0
4805;Wroclaw;679000.0;11550.0;58.79;3.0;5.0
4806;Wroclaw;1000000.0;10309.0;97.0;4.0;2.0
4807;Wroclaw;559000.0;8127.0;68.78;2.0;5.0
4808;Wroclaw;489000.0;7821.0;62.52;3.0;1.0
4809;Wroclaw;469000.0;11667.0;40.2;2.0;1.0
4810;Wroclaw;399000.0;11735.0;34.0;1.0;3.0
4811;Wroclaw;619000.0;13101.0;47.25;2.0;1.0
4813;Wroclaw;439000.0;14161.0;31.0;1.0;5.0
